1,156,156
2,3067,97
3,3074,115
4,3044,1491
5,2285,1815
6,899,1798
7,2289,1420
8,890,1416
9,155,1119
10,188,2418
11,220,1784
12,180,323
13,824,1048
14,2369,1048
